Cible,Nombres,Iterations_Prog1,Resultat_v1,Iterations_Prog2,Resultat_v2,Division_Iterations
102,"[25, 6, 2, 4, 5, 10]",17919,True,10329,True,1.7348242811501597
946,"[7, 50, 2, 75, 6, 4]",28135,True,15462,True,1.8196222998318459
416,"[10, 7, 8, 9, 10, 6]",12719,True,7048,True,1.8046254256526675
635,"[6, 3, 25, 5, 8, 5]",156178,True,41667,True,3.7482420140638877
647,"[75, 9, 1, 9, 6, 100]",60156,True,15345,True,3.920234604105572
988,"[2, 1, 1, 3, 25, 6]",433150,False,42167,False,10.272250812246543
987,"[8, 3, 4, 4, 2, 100]",320262,False,61826,False,5.1800536990909976
276,"[2, 4, 9, 2, 4, 25]",32457,True,9623,True,3.3728566974955836
695,"[5, 7, 50, 6, 2, 5]",1967,True,1557,True,1.2633269107257548
790,"[2, 3, 6, 9, 7, 3]",322266,False,58934,False,5.468252621576679
484,"[4, 10, 7, 4, 1, 2]",23079,True,10043,True,2.2980185203624415
367,"[9, 4, 4, 6, 4, 7]",245578,True,20790,True,11.812313612313613
155,"[5, 7, 4, 2, 4, 75]",3381,True,1646,True,2.054070473876063
718,"[7, 9, 1, 10, 5, 50]",24350,True,11314,True,2.1522008131518473
626,"[1, 3, 10, 1, 2, 8]",436127,False,43719,False,9.975685628674032
831,"[6, 2, 6, 6, 1, 8]",368045,False,21489,False,17.12713481316022
705,"[50, 50, 9, 7, 7, 8]",244320,False,27790,False,8.791651673263765
807,"[5, 10, 7, 7, 100, 3]",104669,True,31045,True,3.371525205347077
696,"[4, 9, 2, 7, 8, 25]",5981,True,4163,True,1.4367042997838098
665,"[9, 50, 25, 6, 6, 2]",23371,True,8346,True,2.80026359932902
167,"[2, 10, 10, 100, 5, 5]",15912,True,3238,True,4.914144533662755
238,"[3, 25, 9, 10, 2, 3]",1185,True,969,True,1.2229102167182662
940,"[8, 9, 3, 3, 3, 4]",300725,True,23924,True,12.570013375689683
207,"[9, 10, 8, 7, 5, 3]",4986,True,3489,True,1.4290627687016337
392,"[5, 1, 10, 100, 7, 50]",7083,True,3566,True,1.9862591138530568
176,"[5, 1, 4, 5, 25, 8]",8867,True,4379,True,2.024891527746061
492,"[10, 7, 25, 2, 5, 4]",7256,True,4753,True,1.5266147696191879
520,"[5, 5, 75, 5, 6, 10]",2274,True,1708,True,1.3313817330210773
756,"[9, 10, 75, 7, 50, 75]",294004,False,59820,False,4.914811099966566
337,"[2, 3, 7, 9, 7, 6]",2029,True,963,True,2.1069574247144343
133,"[3, 3, 75, 1, 3, 6]",22335,True,5906,True,3.781747375550288
109,"[1, 10, 5, 1, 8, 9]",804,True,567,True,1.417989417989418
338,"[1, 6, 3, 9, 9, 9]",356368,False,20140,False,17.694538232373386
796,"[2, 1, 6, 4, 2, 3]",471421,False,47894,False,9.843007474840272
555,"[7, 5, 3, 10, 50, 2]",29433,True,16490,True,1.7848999393571863
361,"[4, 75, 8, 6, 6, 1]",13071,True,3527,True,3.7059824213212362
846,"[8, 4, 2, 9, 6, 10]",142651,True,63589,True,2.2433282485964554
266,"[2, 6, 7, 10, 8, 4]",13245,True,7512,True,1.7631789137380192
931,"[7, 3, 5, 10, 75, 3]",37101,True,12894,True,2.87738483015356
984,"[9, 2, 75, 4, 1, 100]",19320,True,8640,True,2.236111111111111
713,"[50, 7, 2, 7, 9, 4]",58995,True,20527,True,2.874019583962586
861,"[2, 10, 50, 8, 4, 25]",192161,True,80827,True,2.377435757853193
693,"[5, 4, 7, 50, 9, 100]",6712,True,4439,True,1.5120522640234286
930,"[1, 100, 7, 50, 8, 7]",311361,False,45207,False,6.887451058464397
851,"[1, 10, 50, 6, 8, 5]",21725,True,12928,True,1.6804610148514851
677,"[1, 8, 5, 9, 5, 75]",890,True,439,True,2.0273348519362187
917,"[1, 1, 9, 5, 75, 3]",389268,False,41216,False,9.444584627329192
341,"[75, 75, 2, 5, 8, 4]",12913,True,7528,True,1.7153294367693943
159,"[1, 10, 2, 8, 25, 7]",1596,True,1293,True,1.234338747099768
250,"[100, 4, 1, 3, 3, 7]",29007,True,7530,True,3.852191235059761
965,"[7, 6, 9, 4, 100, 2]",6109,True,4489,True,1.3608821563822677
862,"[50, 75, 2, 8, 1, 2]",393972,False,55475,False,7.101793600721045
616,"[6, 1, 100, 6, 6, 1]",393650,False,8941,False,44.02751370092831
647,"[7, 1, 1, 8, 7, 1]",461531,False,7558,False,61.065228896533476
329,"[8, 4, 75, 100, 10, 10]",16280,True,5638,True,2.8875487761617595
966,"[6, 9, 1, 10, 5, 100]",18743,True,7951,True,2.357313545465979
842,"[4, 10, 5, 6, 2, 8]",234284,True,91103,True,2.5716386946642813
986,"[2, 9, 2, 4, 75, 9]",17553,True,6093,True,2.880846873461349
229,"[3, 75, 9, 7, 1, 1]",31308,True,6804,True,4.601410934744268
545,"[4, 2, 25, 2, 1, 9]",10800,True,3126,True,3.45489443378119
409,"[7, 7, 3, 3, 5, 25]",128079,True,20802,True,6.157052206518604
984,"[1, 75, 7, 2, 6, 7]",32306,True,10868,True,2.97258005152742
656,"[7, 4, 10, 7, 6, 8]",295383,False,60551,False,4.878251391389077
936,"[10, 5, 75, 50, 2, 8]",52349,True,27542,True,1.9006971171302012
249,"[25, 4, 7, 6, 8, 4]",17115,True,6363,True,2.68976897689769
965,"[9, 4, 75, 25, 4, 9]",15137,True,5579,True,2.713210252733465
325,"[6, 2, 100, 4, 3, 10]",21904,True,12708,True,1.723638652817123
150,"[4, 9, 5, 6, 2, 3]",11559,True,6914,True,1.6718252820364479
442,"[9, 7, 3, 1, 2, 2]",196384,True,34476,True,5.6962524654832345
453,"[25, 75, 50, 4, 7, 100]",4083,True,2959,True,1.379858060155458
119,"[50, 9, 4, 5, 25, 6]",6185,True,4157,True,1.4878518162136156
479,"[6, 6, 25, 100, 50, 3]",112761,True,27903,True,4.0411783679174285
595,"[1, 10, 10, 1, 7, 8]",403452,False,22701,False,17.772432932469936
348,"[9, 9, 4, 75, 4, 10]",112504,True,17748,True,6.338967771016453
688,"[8, 4, 4, 5, 10, 2]",43969,True,13059,True,3.366949996171223
588,"[10, 9, 8, 3, 1, 8]",24499,True,6976,True,3.5118979357798166
969,"[8, 6, 10, 3, 7, 5]",67176,True,33827,True,1.9858692760221126
375,"[6, 10, 8, 10, 8, 2]",293759,False,34901,False,8.416922151227759
121,"[75, 5, 100, 8, 5, 4]",12416,True,4334,True,2.8647900323027224
106,"[9, 3, 5, 50, 8, 6]",3568,True,2649,True,1.3469233673084182
244,"[3, 2, 8, 25, 1, 3]",10680,True,5644,True,1.8922749822820695
987,"[2, 50, 1, 4, 6, 8]",337499,False,87411,False,3.861058676825571
413,"[10, 5, 1, 8, 8, 1]",167362,True,16742,True,9.996535658822124
398,"[1, 25, 50, 10, 7, 8]",780,True,610,True,1.278688524590164
878,"[8, 4, 4, 2, 1, 75]",380814,False,49206,False,7.739178149006219
143,"[9, 4, 5, 4, 1, 6]",110831,True,27959,True,3.9640545083872816
148,"[50, 100, 25, 7, 100, 4]",29032,True,9067,True,3.20194110510643
800,"[10, 5, 100, 5, 100, 1]",44800,True,6255,True,7.162270183852917
169,"[25, 4, 4, 8, 9, 3]",15430,True,5355,True,2.881419234360411
537,"[3, 25, 100, 75, 100, 5]",36280,True,12492,True,2.904258725584374
682,"[10, 3, 1, 4, 100, 75]",9051,True,4456,True,2.0311938958707363
515,"[1, 3, 3, 7, 5, 1]",436740,False,22577,False,19.344465606590777
433,"[25, 50, 25, 9, 75, 9]",263207,False,31312,False,8.405946601941748
345,"[75, 100, 75, 3, 6, 8]",11928,True,7320,True,1.6295081967213114
630,"[2, 5, 7, 7, 10, 9]",95,True,89,True,1.0674157303370786
130,"[3, 6, 10, 9, 100, 8]",889,True,700,True,1.27
462,"[7, 50, 1, 3, 25, 100]",34778,True,14943,True,2.327377367329184
930,"[1, 4, 25, 9, 7, 3]",10628,True,6440,True,1.6503105590062113
775,"[7, 8, 7, 10, 2, 9]",229405,True,49123,True,4.670012010667101
860,"[5, 3, 8, 10, 25, 75]",9625,True,5942,True,1.6198249747559743
104,"[6, 4, 10, 3, 3, 8]",438,True,330,True,1.3272727272727274
940,"[2, 8, 3, 100, 25, 75]",42599,True,23490,True,1.813495104299702
102,"[7, 4, 5, 1, 100, 4]",1101,True,718,True,1.533426183844011
740,"[6, 9, 3, 2, 4, 7]",173412,True,70970,True,2.443454980977878
845,"[10, 3, 3, 7, 2, 9]",75507,True,25714,True,2.936415960177335
579,"[8, 7, 5, 9, 1, 1]",119366,True,19341,True,6.17165606742154
997,"[25, 1, 2, 4, 4, 1]",419443,False,22694,False,18.48255045386446
174,"[10, 4, 6, 9, 10, 4]",1377,True,1111,True,1.2394239423942395
269,"[25, 8, 8, 2, 75, 75]",52035,True,10274,True,5.064726494062683
593,"[75, 100, 75, 7, 9, 6]",3656,True,2573,True,1.420909444228527
661,"[7, 8, 5, 9, 75, 6]",63,True,63,True,1.0
598,"[100, 2, 7, 50, 10, 6]",10904,True,6893,True,1.5818946757580155
977,"[2, 25, 3, 5, 1, 2]",373375,False,50527,False,7.389613473984206
848,"[6, 2, 5, 9, 1, 8]",107861,True,39578,True,2.7252766688564356
942,"[5, 5, 50, 10, 8, 5]",314415,False,26802,False,11.731027535258562
600,"[9, 2, 6, 8, 6, 10]",59104,True,18934,True,3.1215802260483785
467,"[6, 10, 100, 6, 4, 7]",109939,True,35865,True,3.065356196849296
493,"[3, 5, 9, 9, 25, 7]",27856,True,8743,True,3.186091730527279
450,"[25, 9, 7, 8, 9, 10]",13187,True,4235,True,3.113813459268005
867,"[10, 2, 1, 2, 4, 10]",367613,False,26808,False,13.712809609071918
279,"[7, 7, 3, 10, 3, 7]",123199,True,9476,True,13.001160827353313
783,"[6, 10, 10, 6, 3, 10]",221828,True,13289,True,16.69260290465799
812,"[9, 5, 6, 1, 1, 8]",372242,False,38148,False,9.757837894516095
112,"[10, 7, 4, 7, 8, 7]",14530,True,2084,True,6.972168905950096
172,"[6, 6, 9, 75, 100, 6]",76,True,76,True,1.0
284,"[8, 10, 75, 6, 25, 2]",792,True,628,True,1.2611464968152866
618,"[50, 6, 7, 9, 4, 1]",100421,True,38383,True,2.6162884610374384
145,"[8, 9, 8, 10, 4, 9]",842,True,666,True,1.2642642642642643
902,"[2, 75, 4, 7, 3, 8]",3926,True,2786,True,1.4091888011486002
723,"[75, 2, 2, 50, 6, 25]",19717,True,6352,True,3.1040617128463475
659,"[10, 3, 9, 6, 4, 3]",286820,False,56058,False,5.116486496129009
346,"[7, 3, 4, 8, 6, 9]",15114,True,8422,True,1.794585609118974
670,"[50, 3, 1, 7, 4, 25]",4594,True,2899,True,1.584684373922042
745,"[50, 3, 1, 8, 100, 9]",1085,True,732,True,1.4822404371584699
317,"[3, 50, 75, 4, 6, 9]",1412,True,1139,True,1.2396839332748024
725,"[10, 75, 3, 2, 5, 10]",11828,True,7586,True,1.5591879778539415
998,"[10, 3, 6, 3, 100, 75]",78974,True,28348,True,2.7858755467757867
209,"[5, 25, 4, 2, 75, 4]",6170,True,3230,True,1.910216718266254
795,"[100, 8, 4, 10, 100, 9]",94557,True,35203,True,2.6860494844189415
199,"[1, 7, 4, 8, 100, 7]",726,True,584,True,1.2431506849315068
408,"[1, 10, 7, 7, 4, 50]",1026,True,575,True,1.7843478260869565
285,"[6, 6, 100, 9, 2, 4]",6089,True,4209,True,1.4466619149441673
251,"[1, 1, 3, 25, 10, 100]",87,True,87,True,1.0
516,"[5, 8, 25, 6, 4, 50]",53651,True,28474,True,1.8842101566341223
719,"[10, 2, 100, 2, 100, 1]",363851,False,29869,False,12.181559476380194
915,"[3, 7, 9, 25, 7, 100]",294,True,269,True,1.0929368029739777
774,"[10, 10, 10, 9, 4, 8]",183360,True,17465,True,10.49871170913255
223,"[50, 4, 5, 8, 7, 75]",3544,True,2492,True,1.4221508828250402
521,"[9, 8, 1, 10, 8, 25]",105153,True,27930,True,3.764876476906552
808,"[5, 3, 10, 100, 3, 6]",18742,True,6506,True,2.88072548416846
288,"[10, 8, 7, 25, 1, 2]",74929,True,28337,True,2.6442107491971627
665,"[8, 9, 8, 10, 50, 6]",49130,True,22859,True,2.1492628723916183
663,"[5, 25, 8, 1, 6, 100]",70148,True,27266,True,2.5727279395584244
991,"[6, 4, 9, 7, 3, 1]",330218,False,82482,False,4.00351591862467
487,"[6, 10, 4, 3, 50, 7]",2973,True,2192,True,1.3562956204379562
899,"[2, 8, 5, 10, 10, 10]",296463,False,24868,False,11.921465336979251
537,"[9, 3, 4, 3, 1, 10]",65724,True,14982,True,4.3868642370845015
174,"[4, 1, 6, 5, 7, 8]",17906,True,7960,True,2.249497487437186
977,"[100, 6, 50, 4, 5, 1]",282388,True,82519,True,3.422096729238115
461,"[2, 9, 5, 1, 2, 25]",3549,True,2189,True,1.6212882594792142
760,"[3, 1, 1, 2, 9, 5]",468893,False,42946,False,10.918199599497044
324,"[1, 25, 3, 3, 100, 25]",1146,True,627,True,1.8277511961722488
976,"[10, 8, 25, 5, 7, 25]",72409,True,21297,True,3.399962436023853
658,"[6, 9, 7, 25, 1, 10]",7229,True,3893,True,1.8569226817364501
781,"[9, 1, 4, 7, 25, 5]",57926,True,23850,True,2.428763102725367
257,"[7, 3, 4, 7, 4, 4]",291853,False,12768,False,22.858161027568922
463,"[3, 3, 1, 10, 2, 75]",8418,True,4203,True,2.002855103497502
915,"[5, 25, 6, 10, 7, 100]",7893,True,5164,True,1.5284663051897753
678,"[2, 2, 10, 10, 5, 2]",7727,True,3126,True,2.4718490083173386
839,"[50, 75, 4, 5, 100, 5]",286896,False,62209,False,4.6118085807519815
452,"[5, 8, 50, 25, 50, 7]",4110,True,2122,True,1.9368520263901978
340,"[6, 1, 25, 1, 6, 6]",382475,False,8627,False,44.33464703836791
412,"[7, 100, 7, 3, 4, 2]",4758,True,3417,True,1.3924495171202809
617,"[4, 100, 10, 8, 8, 2]",283062,False,60498,False,4.67886541703858
214,"[3, 6, 3, 8, 9, 1]",14416,True,6768,True,2.1300236406619386
519,"[3, 7, 4, 4, 8, 75]",18022,True,6551,True,2.751030377041673
396,"[10, 1, 1, 10, 50, 8]",9142,True,1856,True,4.925646551724138
758,"[75, 6, 7, 1, 4, 4]",137057,True,27379,True,5.005916943642938
598,"[3, 6, 1, 1, 9, 3]",425538,False,21877,False,19.451387301732414
810,"[4, 8, 2, 5, 25, 6]",104057,True,49397,True,2.1065449318784544
882,"[25, 2, 50, 8, 50, 6]",327497,False,69289,False,4.726536679703849
124,"[7, 50, 4, 10, 3, 7]",4441,True,3145,True,1.4120826709062002
283,"[5, 8, 6, 8, 50, 7]",352,True,327,True,1.0764525993883791
560,"[6, 4, 50, 50, 1, 75]",21382,True,5854,True,3.652545268192689
533,"[2, 5, 10, 2, 5, 75]",6707,True,3913,True,1.714030155890621
253,"[5, 1, 1, 75, 3, 1]",473156,False,14872,False,31.81522323830016
617,"[8, 8, 7, 6, 2, 9]",19829,True,10825,True,1.8317782909930715
825,"[4, 1, 9, 6, 75, 8]",90180,True,38046,True,2.3702885980129316
117,"[2, 75, 4, 1, 2, 1]",166559,True,15904,True,10.472774144869215
971,"[5, 25, 3, 6, 6, 6]",287930,False,24393,False,11.803796171032673
626,"[6, 4, 2, 10, 5, 8]",21864,True,12104,True,1.806345009914078
551,"[6, 1, 2, 5, 100, 4]",27471,True,12086,True,2.2729604501075626
248,"[10, 9, 8, 3, 7, 4]",57255,True,29364,True,1.94983653453208
221,"[9, 9, 25, 50, 4, 7]",1153,True,936,True,1.231837606837607
908,"[9, 3, 7, 1, 4, 3]",362904,False,47575,False,7.628039936941671
509,"[6, 100, 10, 9, 100, 5]",50273,True,16784,True,2.995293136320305
478,"[4, 6, 3, 25, 4, 75]",4101,True,2932,True,1.3987039563437926
689,"[3, 50, 6, 1, 50, 100]",323273,False,46571,False,6.941508664190161
279,"[100, 50, 10, 10, 1, 5]",244407,True,42069,True,5.809669828139485
463,"[3, 5, 9, 75, 100, 9]",2902,True,1435,True,2.0222996515679443
407,"[100, 3, 4, 8, 4, 50]",68599,True,20240,True,3.389278656126482
187,"[3, 5, 2, 25, 100, 8]",5691,True,4163,True,1.3670429978380976
221,"[10, 3, 6, 1, 4, 5]",26720,True,12060,True,2.2155887230514097
581,"[50, 9, 5, 9, 5, 1]",14398,True,2195,True,6.559453302961276
170,"[25, 1, 100, 6, 2, 4]",697,True,607,True,1.1482701812191103
561,"[9, 2, 25, 4, 100, 8]",1936,True,1527,True,1.2678454485920105
558,"[10, 4, 10, 50, 100, 2]",2080,True,1628,True,1.2776412776412776
380,"[1, 1, 3, 2, 6, 3]",473689,False,21002,False,22.55447100276164
440,"[10, 1, 1, 10, 7, 8]",41688,True,7289,True,5.719303059404583
520,"[2, 100, 9, 25, 4, 6]",13784,True,7655,True,1.800653167864141
232,"[5, 7, 8, 2, 7, 6]",62108,True,20319,True,3.0566464885082927
480,"[4, 2, 8, 6, 2, 75]",415,True,387,True,1.0723514211886305
909,"[100, 2, 1, 8, 2, 5]",89832,True,23415,True,3.836515054452274
904,"[10, 100, 3, 6, 2, 9]",21277,True,12652,True,1.6817104015175466
500,"[9, 25, 1, 4, 1, 10]",103684,True,17555,True,5.906237539162632
870,"[9, 2, 8, 25, 4, 7]",49729,True,26361,True,1.8864610598990934
982,"[2, 5, 9, 6, 9, 9]",33294,True,4755,True,7.001892744479496
600,"[6, 25, 8, 5, 6, 7]",29605,True,15408,True,1.9214044652128763
379,"[10, 8, 1, 6, 10, 9]",3746,True,2419,True,1.548573790822654
114,"[3, 100, 4, 1, 7, 4]",1229,True,520,True,2.3634615384615385
624,"[1, 7, 3, 10, 25, 4]",10410,True,6336,True,1.6429924242424243
691,"[2, 5, 6, 75, 3, 7]",47257,True,24756,True,1.9089109710777186
977,"[4, 4, 4, 75, 1, 2]",341492,True,19479,True,17.531290107295035
218,"[5, 6, 1, 8, 10, 9]",133113,True,46164,True,2.883480634260463
238,"[4, 2, 9, 4, 9, 2]",20054,True,4088,True,4.905577299412916
189,"[4, 3, 50, 100, 8, 100]",49328,True,15444,True,3.193991193991194
964,"[10, 1, 9, 2, 2, 8]",405864,False,53685,False,7.560100586756077
275,"[8, 50, 50, 6, 4, 1]",34950,True,9306,True,3.7556415215989682
856,"[2, 25, 1, 2, 2, 8]",453206,True,23584,True,19.216672320217096
877,"[50, 10, 5, 8, 10, 1]",328290,False,47212,False,6.953528763873591
383,"[8, 8, 75, 8, 25, 9]",10580,True,3562,True,2.970241437394722
923,"[1, 5, 8, 8, 5, 100]",328714,False,26414,False,12.444688422806088
932,"[50, 5, 50, 50, 1, 10]",351949,False,20663,False,17.032812273145236
566,"[9, 7, 9, 10, 9, 8]",1686,True,829,True,2.033775633293124
549,"[50, 75, 1, 7, 10, 25]",3261,True,1992,True,1.6370481927710843
863,"[1, 5, 9, 75, 6, 4]",307334,False,79211,False,3.87994091729684
776,"[50, 3, 4, 6, 7, 9]",97782,True,48012,True,2.03661584603849
863,"[2, 9, 10, 4, 3, 6]",290968,False,100793,False,2.8867877729604237
669,"[10, 5, 5, 1, 2, 8]",176489,True,31696,True,5.568178950025239
441,"[75, 10, 3, 2, 75, 2]",5615,True,2505,True,2.241516966067864
352,"[1, 4, 7, 6, 2, 100]",2456,True,1939,True,1.2666322846828262
423,"[6, 4, 1, 10, 7, 100]",4113,True,2564,True,1.6041341653666146
869,"[5, 10, 75, 2, 1, 4]",223652,True,71256,True,3.1387111260806106
119,"[7, 1, 5, 75, 9, 8]",636,True,532,True,1.1954887218045114
929,"[25, 25, 7, 10, 5, 2]",276611,False,58326,False,4.742499057024312
684,"[3, 50, 100, 3, 10, 2]",256950,True,57679,True,4.454827580228506
393,"[7, 2, 8, 4, 9, 4]",1937,True,982,True,1.9725050916496945
287,"[6, 8, 6, 100, 8, 8]",262895,False,12696,False,20.706915563957153
415,"[4, 1, 7, 6, 7, 2]",57006,True,12655,True,4.50462267878309
692,"[10, 1, 2, 4, 1, 4]",518327,False,26256,False,19.741278184034126
732,"[10, 100, 8, 1, 7, 7]",3790,True,1461,True,2.594113620807666
105,"[7, 7, 100, 2, 4, 7]",1043,True,812,True,1.2844827586206897
895,"[2, 1, 5, 5, 10, 5]",495935,False,24838,False,19.96678476527901
365,"[4, 8, 8, 25, 25, 10]",6251,True,1466,True,4.2639836289222375
512,"[3, 7, 7, 2, 6, 9]",207174,True,45002,True,4.603662059464024
311,"[2, 4, 10, 7, 10, 5]",51764,True,16450,True,3.1467477203647416
672,"[10, 5, 25, 10, 7, 9]",9157,True,5694,True,1.6081840533895329
820,"[9, 1, 7, 1, 10, 3]",82432,True,17092,True,4.822841095249239
986,"[1, 5, 7, 10, 10, 7]",18424,True,3570,True,5.1607843137254905
948,"[2, 10, 2, 50, 8, 8]",38556,True,12136,True,3.1769940672379695
271,"[100, 2, 5, 50, 5, 3]",29008,True,9336,True,3.1071122536418168
639,"[1, 7, 5, 3, 6, 8]",5541,True,3920,True,1.4135204081632653
101,"[1, 75, 6, 6, 8, 10]",3274,True,1593,True,2.0552416823603266
236,"[100, 1, 9, 10, 4, 2]",66886,True,27130,True,2.465388868411353
719,"[50, 5, 1, 8, 3, 9]",97720,True,37153,True,2.6302048286813986
684,"[10, 9, 8, 5, 10, 75]",1160,True,941,True,1.2327311370882041
266,"[25, 1, 7, 7, 25, 5]",90149,True,16412,True,5.492871069948818
616,"[7, 25, 25, 2, 10, 7]",6180,True,2193,True,2.8180574555403557
608,"[3, 10, 4, 9, 6, 9]",106869,True,30779,True,3.4721400955196726
894,"[2, 2, 2, 6, 2, 75]",24,True,24,True,1.0
393,"[3, 3, 5, 1, 25, 10]",20216,True,8165,True,2.4759338640538884
201,"[8, 6, 9, 3, 6, 75]",7607,True,3693,True,2.05984294611427
255,"[4, 8, 10, 5, 10, 5]",109959,True,18293,True,6.010987809544635
708,"[50, 7, 3, 10, 50, 9]",272821,False,56479,False,4.8304856672391505
531,"[50, 50, 2, 3, 25, 6]",8964,True,5611,True,1.5975761896275174
410,"[9, 4, 10, 5, 3, 75]",81153,True,40224,True,2.017526849642005
930,"[9, 4, 6, 9, 6, 8]",98996,True,21241,True,4.660609199190246
358,"[100, 8, 3, 6, 1, 9]",10913,True,5696,True,1.9159058988764044
356,"[4, 8, 1, 7, 6, 100]",38570,True,16217,True,2.3783683788616883
929,"[3, 7, 4, 10, 1, 6]",213012,True,65445,True,3.254824661929865
922,"[2, 5, 10, 6, 7, 6]",35180,True,11065,True,3.1793944871215545
450,"[10, 4, 6, 5, 7, 25]",32241,True,17202,True,1.8742588071154518
873,"[2, 2, 25, 4, 3, 100]",3928,True,2942,True,1.335146159075459
872,"[6, 10, 10, 10, 10, 75]",301226,False,8976,False,33.559046345811055
922,"[9, 5, 9, 1, 7, 4]",314528,False,43068,False,7.30305563295254
956,"[6, 6, 4, 1, 25, 9]",28558,True,11526,True,2.4777025854589625
338,"[7, 3, 1, 25, 10, 75]",17157,True,7301,True,2.3499520613614573
185,"[6, 100, 75, 3, 6, 50]",266752,False,55621,False,4.795886445766887
232,"[6, 75, 2, 10, 25, 2]",71000,True,21409,True,3.316362277546826
161,"[4, 3, 4, 75, 10, 1]",9078,True,4982,True,1.8221597751906864
313,"[25, 100, 9, 3, 5, 8]",4258,True,3051,True,1.395607997377909
345,"[6, 4, 8, 10, 50, 8]",114775,True,36258,True,3.165508301616195
304,"[9, 2, 10, 8, 3, 7]",16475,True,9571,True,1.7213457318984433
602,"[2, 2, 3, 8, 5, 2]",397179,False,28796,False,13.792853174051952
101,"[1, 5, 1, 1, 10, 1]",26730,True,1993,True,13.411941796287005
449,"[7, 10, 7, 50, 1, 10]",73788,True,14718,True,5.013452914798206
881,"[9, 75, 10, 8, 4, 8]",2928,True,1368,True,2.1403508771929824
807,"[50, 100, 8, 1, 3, 50]",131292,True,32763,True,4.0073253365076456
872,"[4, 2, 6, 3, 8, 2]",440317,False,68291,False,6.447657817281926
905,"[7, 5, 50, 6, 9, 7]",77794,True,30055,True,2.5883879554150724
913,"[4, 8, 75, 4, 7, 8]",278475,False,32615,False,8.53824927180745
632,"[5, 8, 2, 6, 1, 2]",118694,True,25637,True,4.629792877481765
991,"[3, 100, 4, 3, 5, 1]",123315,True,31720,True,3.887610340479193
805,"[1, 7, 3, 10, 9, 5]",30885,True,16987,True,1.8181550597515748
834,"[25, 2, 5, 1, 4, 6]",228355,True,71304,True,3.2025552563671043
320,"[9, 4, 3, 3, 100, 50]",12678,True,4102,True,3.09068746952706
135,"[8, 3, 1, 50, 4, 7]",5784,True,3572,True,1.6192609182530795
392,"[50, 4, 75, 6, 3, 1]",565,True,462,True,1.222943722943723
811,"[1, 9, 3, 75, 7, 7]",224768,True,38088,True,5.9012812434362525
466,"[100, 25, 5, 9, 1, 8]",58874,True,23805,True,2.4731779038017225
335,"[2, 8, 75, 2, 6, 6]",40016,True,12252,True,3.2660790075089783
692,"[1, 4, 9, 2, 4, 9]",416933,False,29927,False,13.93166705650416
646,"[7, 5, 8, 6, 8, 7]",257850,False,29099,False,8.861129248427781
962,"[5, 2, 75, 7, 5, 6]",6659,True,4454,True,1.4950606196677143
587,"[6, 3, 5, 50, 3, 7]",12119,True,4151,True,2.9195374608528066
913,"[8, 8, 7, 9, 6, 3]",246904,True,51002,True,4.841065056272303
579,"[50, 10, 50, 3, 3, 6]",161441,True,23457,True,6.882423157266488
389,"[9, 7, 6, 3, 3, 8]",49637,True,14899,True,3.3315658769044902
727,"[100, 50, 10, 1, 25, 8]",56946,True,23081,True,2.4672241237381396
623,"[1, 8, 1, 2, 10, 10]",404472,False,23054,False,17.544547583933372
340,"[5, 2, 10, 7, 8, 7]",29305,True,9108,True,3.2175010979358807
974,"[1, 7, 4, 8, 100, 3]",314918,False,81518,False,3.863171324124733
894,"[1, 8, 6, 10, 5, 75]",8749,True,5640,True,1.551241134751773
501,"[25, 50, 50, 1, 6, 10]",71473,True,18302,True,3.905201617309584
952,"[10, 25, 4, 9, 7, 1]",12780,True,6032,True,2.1187002652519893
261,"[9, 1, 10, 100, 4, 25]",36542,True,15234,True,2.398713404227386
479,"[4, 1, 2, 8, 6, 10]",1143,True,915,True,1.2491803278688525
539,"[8, 2, 10, 10, 100, 6]",2455,True,1214,True,2.0222405271828667
985,"[4, 2, 3, 6, 4, 5]",323960,False,56726,False,5.710961463878998
856,"[5, 3, 7, 4, 7, 4]",181342,True,29724,True,6.100861256896784
129,"[6, 25, 6, 2, 2, 75]",109,True,82,True,1.329268292682927
583,"[5, 5, 3, 4, 8, 10]",111407,True,26953,True,4.133380328720365
397,"[100, 5, 25, 5, 2, 4]",541,True,466,True,1.1609442060085837
106,"[3, 3, 1, 7, 6, 10]",154,True,154,True,1.0
787,"[5, 1, 5, 8, 25, 6]",16636,True,6946,True,2.395047509357904
165,"[8, 75, 7, 5, 9, 4]",1082,True,871,True,1.2422502870264065
939,"[25, 4, 4, 8, 6, 5]",1195,True,897,True,1.3322185061315497
260,"[1, 9, 4, 2, 5, 1]",3424,True,2276,True,1.5043936731107206
749,"[6, 7, 25, 3, 1, 25]",90100,True,19354,True,4.655368399297303
723,"[6, 7, 6, 75, 100, 9]",6512,True,4259,True,1.5289974172340925
694,"[4, 6, 5, 75, 7, 4]",4225,True,3024,True,1.3971560846560847
320,"[8, 7, 25, 25, 5, 50]",32125,True,10972,True,2.927907400656216
523,"[25, 2, 75, 8, 9, 100]",15549,True,8785,True,1.7699487763232784
821,"[75, 4, 5, 10, 3, 9]",49032,True,25388,True,1.9313061288797857
619,"[8, 100, 6, 8, 75, 1]",10725,True,5290,True,2.0274102079395084
639,"[7, 5, 6, 9, 6, 75]",14858,True,4923,True,3.018078407475117
